Text,Summary,Score
"I bought these to pack in my preschooler's lunch because I thought they would be a good replacement for cookies or crackers.  We pack real fruit also, but sometimes it is nice to have a different type of treat.  The only problem is that my kid took a bite of one of them and was disgusted by it.  I thought maybe she was being a little resistant to a new food, so I decided to try it out myself.  I tried the strawberry one and it was rather bitter, not at all sweet.  In addition, the texture was weird.  It's really hard to explain the texture.  I was expecting it to be like licorice, but it was more like eating a gummy worm that had been sitting in the sun or something - squishy, grainy, and not at all like licorice.","Doesn't taste good, texture is weird",2
"Disappointed in this popcorn, too many kernels did not pop, in the future I will not be purchasing this popcorn from Amazon.",lazy pop,2
Didnt Got A Last Plastic Piece,Could be way better,2
I wanted a T-REX and I got a Stegosaurus.. seriously guys get with your local archeologist and get your ancient reptiles straight! Puppy lost it within 25 mins... BAD DOG!,what!?,2
Average,Expected a better product,2
Not good,Could be way better,2
Poor stitching,Nan,2
I ended giving these to my husband simply because the calories were 240!!!!!!! I also didn't care for the taste.. I would rather have a real scoop of peanut butter than an artificial flavor taste any day.. and the search goes on.....,Ehhhhh.... Not that great....,2
This is junk candy. My kids love them but overall it is just another sugar product. they will be out of style soon enough and lost in the history of junk candy. The box I received was stored improperly and the candy was all stuck together. Most got tossed out.,It is fine for the under 9 crowd,2
"I ordered this item and several other choclate items from Euro Food Mart and was sorely disappointed in the products I received. They arrived melted. I didn't realize that I needed to have them shipped EXPEDITED. I mistakenly assumed that by paying $12 for shipping, the items would arrive with some kind of coolant. Previous to placing the order I clicked on the Shipping link for detail, and perused the chart that appeared. I failed to scroll down and see the information stating that in order to assure the use of ice gels, orders needed to be Expedited. So, on a $26 order, I would pay an additional $30+ for Expedited delivery. When I initially received my melted chocolates, I contacted Euro Food Mart and received a very rude and curt reply from Cris in Customer Service informing me that during the checkout process I was offered shipping with ice gels, but I chose to decline it. Sadly, the melted chocolates did not fair any better after being refrigerated. They cracked easily and no filling was discernable. Admittedly, it was my mistake not to notice the note on Expedited shipping, however, the response from Euro Food Mart's Customer Service lacked objectivity. My rating reflects my entire experience....quality of shipped product and customer service provided by Euro Food Mart.",Terrible Customer Service from Euro Food Mart,2
It's very thin and doesn't obstructs light,Could be way better,2
D,Moderate,2
"I decided to give these a try after being practically addicted to the peanut butter clif builder bars - I wanted to see if I like something else more ... and it turns out I was extremely disappointed with the taste of these bars.  Actually, not only was the taste sub-par, but I did NOT like the consistency either when compared to the more firm clif builder bars.  Won't be buying these again.",Taste is Sub-par,2
"Seeing such great deals here for Green Mountain Coffees, i assumed they would have the best deal on my Dark Magic blend I love. Most of the come in 2 packs with 24 in a pack. but the Dark Magic is clearly the exception. It is way over priced here. I can get an 18 pack in Target for $10, but low and behold over at coffee cow a 24 pack is 12.99 much better deal.",Horrible Deal,2
Cheap quality,Nan,2
"Very disappointed with the flavor, or lack therof.  Stash usually has dependable products, so this was a real letdown.",Not great,2
"Very basic DSLR, don't buy, instead go for nikon 3500",Slightly disappointed,2
"Normally, I have no qualms about ordering from AMAZON ... but, not this time.  I specifically wanted Fancy Feast with the Liver flavored food; because, I'm unable to find it in my area. I also had ordered the brown box of food, which again, was the type that I am unable to buy in my area.  Instead, they sent me what they wanted me to have - WHAT A DISAPPOINTMENT!! What they sent, I could have easily bought at Sam's for a much cheaper price and more cans in the box; i.e., 36 cans for $16.00 ... but, I wanted to try these new flavors for my 3 wonderful children who love their Fancy Feast ... I'll keep what I have but will NOT consider ordering cat food again from AMAZON ...",DISAPPOINTMENT ...,2
"I paid over $13.00 for ""expedited"" delivery and the product still took FIVE days to arrive. Would not buy from them again.","Don't pay for ""expedited"" delivery",2
V bad quality,Slightly disappointed,2
"When they changed their packaging, they must have changed their recipe too because they don't taste as good as way back when the company first started up. I can taste the difference. Will stop buying these.",Tasted Better Before,2
