Text,Summary,Score
These rice cakes arrived  ( 6 boxes worth) with a short shelf life of just about a month.  Jan 2012!!!  Had I known this I would never have ordered them!  They are nearly stale and Amazon does not take back food items as a return.  I do not expect food bought on Amazon to be such that the  short shelf life will mean wasted money and food thrown away because of staleness.  Terrible practice.  No one to contact because of the no return policy on food.  If Amazon is going to deal with food items they should have the policy of fairness and send out only  foods with s reasonable shelf life.  120 rice cakes eaten within 1 month is a bit much in my opinion.  I have ordered and received these rice cakes earlier and they were fine.  Tasty and good shelf life.  It is frustrating not to be able to request a refund for this item.  I would not chance buying any of this product ever again unless I could be assured of  freshness and a decent shelf life.  Do not take a chance on this if you want fresh item  and are watching how you spend your money.,Too short shelf life/nearly stale,1
"Not the ""ORIGINAL SWEET AND SPICY"" tea as advertised. Completely reformulated with cheaper ingredients and fillers. So sad, it was an outstanding product.",What happened to the ORIGINAL RECIPE?,1
"Try as I may this popcorn could not live up the my expectations.<br />I have a hot air popper that makes large fluffy POP SECRET.<br />Followed there instructions on heating the popper for 5 mins.<br />Did not pop complete, and they were on the small side and hard not fluffy.<br />It's back to POP SECRET.",Mushroom Popcorn,1
Low quality,Nan,1
"I love Happy Baby products but this is GROSS. Unless your child really loves Spinach (in which case, why would you be buying this? you could just feed them spinach : )<br />It just tastes awful. UGH.",Gross. Daughter won't eat it. Neither would I.,1
"These were expensive, even with a coupon, and I still hated them so much I threw them out.<br /><br />Here's why:<br />1) They taste a lot like raisins.  I don't like raisins, but raisins taste better and are juicier than these. Other than the raisin-taste factor, there was something else off about the flavor, which the other reviewer mentioned.<br />2) They are flavored with sugar.  That would be fine if the sugar made them taste good, but it doesn't.<br />3) Dry.  Most of the berries were flat, dried up little pellets; only a couple per pack had any puffiness left.<br />3) Expensive.  If you like raisins, they are a far better value than these.","Bad taste, sugar, dry, expensive.",1
Cheapest thing I have ever seen,Unsatisfactory,1
"The top of the mustard was unopenable.  The plastic chipped, the red pull crumbled.  Product must have been sitting around for a long time.  What do you do with a jar of opened mustard with no top?",unopenable,1
"I was hesitant of buying this product since there were so many mixed reviews. I decided to try it since I enjoy coconut water. I have been to the Caribbean and enjoyed water coconuts and fresh exotic fruits, so I thought I would love this. I was excited when this arrived. I opened it up and the smell threw me back. When I twisted the cap, the pouring spout ripped away from the carton, which made the ease of storing much more difficult. I tried a sip and it was the most disgusting thing I've ever tasted. It tasted bitter and it smelled like burnt rubber. I have tried several of the exotic fruits listed in the ingredients, but this drink tasted nothing like them. I tried chilling it to see if it made the taste better and there was no improvement. If you are expecting this to taste like real coconut water, you will surely be disappointed. Fortunately I purchased this on Amazon and their customer service has been awesome and taking care of this issue.",Worst packaging and drink ever!,1
"Very bad product, all the time hanged, not connected even break the connection in between, overall worst product.  Never purchase it.",Horrible,1
"Don't buy it, waste of money.",Nan,1
First sip had me feeling sick!  I'm not sure if it is because I just don't like Passion Fruit or because I don't like Passion fruit and coconut water.  I really wanted to like this flavor but luckily Amazon gave me a refund so it wasn't too bad of a deal for me.  I'll stick with the delicious chocolate flavor :).,Couldn't take the taste,1
This is our favorite Starbucks flavor.  So the flavor gets 5 stars but the Amazon price of over $27 for 36 ounces is terrible.  BJs sells a whole bean bag (40 ounces) for $21.29.,"Rating for Amazon price, not the coffee",1
"After using 2 bottles of this product, I notice absolutely no difference in my cats dander or shedding. Waste of money!",Optima,1
"Neither of my two cats would eat these treats. In fact, neither of my dogs would eat them either-- and they're willing to eat the occasional ""cat cookie""! I looked on the package and it looks like the main ingredient is corn meal. These treats look and smell like cheap dog food, not fish. The scent is not at all appealing. So basically I paid for an overpriced 3 oz. bag of corn meal based pet food and now I'm stuck with a bag because none of my four pets will eat it.",Didn't pass the test,1
